SaleID,Customer ID,SaleDate,Invoice Date,Payment Date,Invoice Amount,Payment Amount,Due Date,QuantitySold,UnitPrice,TransactionID,TransactionDate,TransactionType,Amount,Category,Description,DaysToCollect,DaysToPay,DaysToCollect_avg_DSO,DaysToPay_avg_DPO,InventoryTurnover
SALE00552,CUST083,2024-07-05,2023-06-18,2023-10-06,54370.66,53799.590000000004,2023-08-21,216,330.5,TXN00552,2024-07-05,Cash Outflow,77292,Operating Activities,Transaction 552,110,110,110.0,110.0,216
SALE00576,CUST083,2024-07-29,2023-06-18,2023-10-06,54370.66,53799.590000000004,2023-08-21,240,254.67,TXN00576,2024-07-29,Cash Outflow,31440,Operating Activities,Transaction 576,110,110,110.0,110.0,240
SALE00611,CUST083,2024-09-02,2023-06-18,2023-10-06,54370.66,53799.590000000004,2023-08-21,408,375.64,TXN00611,2024-09-02,Cash Inflow,64476,Operating Activities,Transaction 611,110,110,110.0,110.0,408
SALE00878,CUST083,2025-05-27,2023-06-18,2023-10-06,54370.66,53799.590000000004,2023-08-21,456,184.43,TXN00878,2025-05-27,Cash Outflow,110532,Investing Activities,Transaction 878,110,110,110.0,110.0,456
SALE00901,CUST083,2025-06-19,2023-06-18,2023-10-06,54370.66,53799.590000000004,2023-08-21,300,401.19,TXN00901,2025-06-19,Cash Inflow,204000,Operating Activities,Transaction 901,110,110,110.0,110.0,300
SALE00123,CUST025,2023-05-03,2023-01-11,2023-06-10,45629.729999999996,41726.18,2023-02-06,396,393.88,TXN00123,2023-05-03,Cash Outflow,82291,Operating Activities,Transaction 123,150,150,150.0,150.0,396
SALE00133,CUST025,2023-05-13,2023-01-11,2023-06-10,45629.729999999996,41726.18,2023-02-06,308,224.92,TXN00133,2023-05-13,Cash Inflow,120483,Operating Activities,Transaction 133,150,150,150.0,150.0,308
SALE00155,CUST025,2023-06-04,2023-01-11,2023-06-10,45629.729999999996,41726.18,2023-02-06,308,109.75,TXN00155,2023-06-04,Cash Inflow,61886,Investing Activities,Transaction 155,150,150,150.0,150.0,308
SALE00398,CUST025,2024-02-02,2023-01-11,2023-06-10,45629.729999999996,41726.18,2023-02-06,198,38.64,TXN00398,2024-02-02,Cash Outflow,76516,Operating Activities,Transaction 398,150,150,150.0,150.0,198
SALE00602,CUST025,2024-08-24,2023-01-11,2023-06-10,45629.729999999996,41726.18,2023-02-06,429,121.21,TXN00602,2024-08-24,Cash Outflow,215512,Investing Activities,Transaction 602,150,150,150.0,150.0,429
SALE00655,CUST025,2024-10-16,2023-01-11,2023-06-10,45629.729999999996,41726.18,2023-02-06,121,56.56,TXN00655,2024-10-16,Cash Outflow,158609,Financing Activities,Transaction 655,150,150,150.0,150.0,121
SALE00907,CUST025,2025-06-25,2023-01-11,2023-06-10,45629.729999999996,41726.18,2023-02-06,418,105.85,TXN00907,2025-06-25,Cash Outflow,73194,Financing Activities,Transaction 907,150,150,150.0,150.0,418
SALE00910,CUST025,2025-06-28,2023-01-11,2023-06-10,45629.729999999996,41726.18,2023-02-06,528,184.77,TXN00910,2025-06-28,Cash Outflow,194282,Investing Activities,Transaction 910,150,150,150.0,150.0,528
SALE00916,CUST025,2025-07-04,2023-01-11,2023-06-10,45629.729999999996,41726.18,2023-02-06,143,449.51,TXN00916,2025-07-04,Cash Outflow,79541,Investing Activities,Transaction 916,150,150,150.0,150.0,143
SALE00124,CUST068,2023-05-04,2023-05-26,2023-06-18,68483.69,70550.29,2023-04-22,15,310.01,TXN00124,2023-05-04,Cash Inflow,103140,Financing Activities,Transaction 124,23,23,23.0,23.0,15
SALE00380,CUST068,2024-01-15,2023-05-26,2023-06-18,68483.69,70550.29,2023-04-22,405,427.08,TXN00380,2024-01-15,Cash Inflow,64455,Investing Activities,Transaction 380,23,23,23.0,23.0,405
SALE00562,CUST068,2024-07-15,2023-05-26,2023-06-18,68483.69,70550.29,2023-04-22,540,397.27,TXN00562,2024-07-15,Cash Inflow,123225,Financing Activities,Transaction 562,23,23,23.0,23.0,540
SALE00662,CUST068,2024-10-23,2023-05-26,2023-06-18,68483.69,70550.29,2023-04-22,525,341.23,TXN00662,2024-10-23,Cash Inflow,134040,Operating Activities,Transaction 662,23,23,23.0,23.0,525
SALE00811,CUST068,2025-03-21,2023-05-26,2023-06-18,68483.69,70550.29,2023-04-22,585,241.31,TXN00811,2025-03-21,Cash Inflow,210105,Financing Activities,Transaction 811,23,23,23.0,23.0,585
SALE00875,CUST068,2025-05-24,2023-05-26,2023-06-18,68483.69,70550.29,2023-04-22,45,152.39,TXN00875,2025-05-24,Cash Outflow,94140,Financing Activities,Transaction 875,23,23,23.0,23.0,45
SALE00127,CUST019,2023-05-07,2023-06-27,2023-06-30,60683.57,73103.47,2023-03-04,455,280.97,TXN00127,2023-05-07,Cash Outflow,253201,Financing Activities,Transaction 127,3,3,3.0,3.0,455
SALE00267,CUST019,2023-09-24,2023-06-27,2023-06-30,60683.57,73103.47,2023-03-04,117,417.13,TXN00267,2023-09-24,Cash Outflow,127530,Operating Activities,Transaction 267,3,3,3.0,3.0,117
SALE00556,CUST019,2024-07-09,2023-06-27,2023-06-30,60683.57,73103.47,2023-03-04,429,96.67,TXN00556,2024-07-09,Cash Outflow,176553,Investing Activities,Transaction 556,3,3,3.0,3.0,429
SALE00784,CUST019,2025-02-22,2023-06-27,2023-06-30,60683.57,73103.47,2023-03-04,208,90.99,TXN00784,2025-02-22,Cash Outflow,41847,Operating Activities,Transaction 784,3,3,3.0,3.0,208
SALE00789,CUST019,2025-02-27,2023-06-27,2023-06-30,60683.57,73103.47,2023-03-04,455,465.51,TXN00789,2025-02-27,Cash Outflow,250731,Operating Activities,Transaction 789,3,3,3.0,3.0,455
SALE00997,CUST019,2025-09-23,2023-06-27,2023-06-30,60683.57,73103.47,2023-03-04,481,43.57,TXN00997,2025-09-23,Cash Inflow,33423,Financing Activities,Transaction 997,3,3,3.0,3.0,481
SALE00129,CUST066,2023-05-09,2023-10-02,2023-08-08,52866.84,65907.19,2023-09-06,658,394.08,TXN00129,2023-05-09,Cash Outflow,204736,Financing Activities,Transaction 129,-55,-55,-55.0,-55.0,658
SALE00212,CUST066,2023-07-31,2023-10-02,2023-08-08,52866.84,65907.19,2023-09-06,336,230.22,TXN00212,2023-07-31,Cash Inflow,189644,Investing Activities,Transaction 212,-55,-55,-55.0,-55.0,336
SALE00215,CUST066,2023-08-03,2023-10-02,2023-08-08,52866.84,65907.19,2023-09-06,28,133.74,TXN00215,2023-08-03,Cash Inflow,67536,Operating Activities,Transaction 215,-55,-55,-55.0,-55.0,28
SALE00550,CUST066,2024-07-03,2023-10-02,2023-08-08,52866.84,65907.19,2023-09-06,434,398.13,TXN00550,2024-07-03,Cash Inflow,57806,Investing Activities,Transaction 550,-55,-55,-55.0,-55.0,434
SALE00559,CUST066,2024-07-12,2023-10-02,2023-08-08,52866.84,65907.19,2023-09-06,266,131.8,TXN00559,2024-07-12,Cash Outflow,255038,Financing Activities,Transaction 559,-55,-55,-55.0,-55.0,266
SALE00639,CUST066,2024-09-30,2023-10-02,2023-08-08,52866.84,65907.19,2023-09-06,630,43.93,TXN00639,2024-09-30,Cash Outflow,122220,Operating Activities,Transaction 639,-55,-55,-55.0,-55.0,630
SALE00823,CUST066,2025-04-02,2023-10-02,2023-08-08,52866.84,65907.19,2023-09-06,518,141.39,TXN00823,2025-04-02,Cash Outflow,166362,Investing Activities,Transaction 823,-55,-55,-55.0,-55.0,518
SALE00833,CUST066,2025-04-12,2023-10-02,2023-08-08,52866.84,65907.19,2023-09-06,56,126.02,TXN00833,2025-04-12,Cash Inflow,172214,Operating Activities,Transaction 833,-55,-55,-55.0,-55.0,56
SALE00137,CUST087,2023-05-17,2023-01-26,2023-09-15,41904.55,51831.380000000005,2023-10-30,20,244.85,TXN00137,2023-05-17,Cash Inflow,49320,Investing Activities,Transaction 137,232,232,232.0,232.0,20
SALE00166,CUST087,2023-06-15,2023-01-26,2023-09-15,41904.55,51831.380000000005,2023-10-30,200,261.86,TXN00166,2023-06-15,Cash Inflow,35860,Financing Activities,Transaction 166,232,232,232.0,232.0,200
SALE00171,CUST087,2023-06-20,2023-01-26,2023-09-15,41904.55,51831.380000000005,2023-10-30,410,302.88,TXN00171,2023-06-20,Cash Outflow,107670,Operating Activities,Transaction 171,232,232,232.0,232.0,410
SALE00244,CUST087,2023-09-01,2023-01-26,2023-09-15,41904.55,51831.380000000005,2023-10-30,260,486.82,TXN00244,2023-09-01,Cash Inflow,102650,Operating Activities,Transaction 244,232,232,232.0,232.0,260
SALE00312,CUST087,2023-11-08,2023-01-26,2023-09-15,41904.55,51831.380000000005,2023-10-30,390,382.08,TXN00312,2023-11-08,Cash Inflow,118020,Investing Activities,Transaction 312,232,232,232.0,232.0,390
SALE00330,CUST087,2023-11-26,2023-01-26,2023-09-15,41904.55,51831.380000000005,2023-10-30,60,221.12,TXN00330,2023-11-26,Cash Outflow,195290,Financing Activities,Transaction 330,232,232,232.0,232.0,60
SALE00496,CUST087,2024-05-10,2023-01-26,2023-09-15,41904.55,51831.380000000005,2023-10-30,190,479.09,TXN00496,2024-05-10,Cash Inflow,53410,Financing Activities,Transaction 496,232,232,232.0,232.0,190
SALE00627,CUST087,2024-09-18,2023-01-26,2023-09-15,41904.55,51831.380000000005,2023-10-30,120,43.67,TXN00627,2024-09-18,Cash Inflow,37940,Financing Activities,Transaction 627,232,232,232.0,232.0,120
SALE00632,CUST087,2024-09-23,2023-01-26,2023-09-15,41904.55,51831.380000000005,2023-10-30,270,393.42,TXN00632,2024-09-23,Cash Outflow,11140,Investing Activities,Transaction 632,232,232,232.0,232.0,270
SALE00634,CUST087,2024-09-25,2023-01-26,2023-09-15,41904.55,51831.380000000005,2023-10-30,60,488.24,TXN00634,2024-09-25,Cash Inflow,31670,Operating Activities,Transaction 634,232,232,232.0,232.0,60
SALE00661,CUST087,2024-10-22,2023-01-26,2023-09-15,41904.55,51831.380000000005,2023-10-30,400,464.88,TXN00661,2024-10-22,Cash Outflow,189160,Financing Activities,Transaction 661,232,232,232.0,232.0,400
SALE00894,CUST087,2025-06-12,2023-01-26,2023-09-15,41904.55,51831.380000000005,2023-10-30,250,377.86,TXN00894,2025-06-12,Cash Inflow,140470,Investing Activities,Transaction 894,232,232,232.0,232.0,250
SALE00905,CUST087,2025-06-23,2023-01-26,2023-09-15,41904.55,51831.380000000005,2023-10-30,240,55.77,TXN00905,2025-06-23,Cash Inflow,182730,Operating Activities,Transaction 905,232,232,232.0,232.0,240
SALE00140,CUST098,2023-05-20,2023-11-16,2023-07-21,58698.02,49404.41,2023-03-23,140,240.39,TXN00140,2023-05-20,Cash Inflow,181600,Financing Activities,Transaction 140,-118,-118,-118.0,-118.0,140
SALE00269,CUST098,2023-09-26,2023-11-16,2023-07-21,58698.02,49404.41,2023-03-23,90,386.57,TXN00269,2023-09-26,Cash Inflow,184880,Financing Activities,Transaction 269,-118,-118,-118.0,-118.0,90
SALE00339,CUST098,2023-12-05,2023-11-16,2023-07-21,58698.02,49404.41,2023-03-23,330,91.5,TXN00339,2023-12-05,Cash Outflow,37280,Operating Activities,Transaction 339,-118,-118,-118.0,-118.0,330
SALE00410,CUST098,2024-02-14,2023-11-16,2023-07-21,58698.02,49404.41,2023-03-23,370,175.24,TXN00410,2024-02-14,Cash Outflow,72830,Investing Activities,Transaction 410,-118,-118,-118.0,-118.0,370
SALE00508,CUST098,2024-05-22,2023-11-16,2023-07-21,58698.02,49404.41,2023-03-23,80,414.35,TXN00508,2024-05-22,Cash Inflow,115930,Investing Activities,Transaction 508,-118,-118,-118.0,-118.0,80
SALE00846,CUST098,2025-04-25,2023-11-16,2023-07-21,58698.02,49404.41,2023-03-23,70,103.68,TXN00846,2025-04-25,Cash Inflow,144980,Investing Activities,Transaction 846,-118,-118,-118.0,-118.0,70
SALE00909,CUST098,2025-06-27,2023-11-16,2023-07-21,58698.02,49404.41,2023-03-23,50,56.08,TXN00909,2025-06-27,Cash Inflow,189270,Financing Activities,Transaction 909,-118,-118,-118.0,-118.0,50
SALE00920,CUST098,2025-07-08,2023-11-16,2023-07-21,58698.02,49404.41,2023-03-23,170,91.36,TXN00920,2025-07-08,Cash Outflow,141210,Investing Activities,Transaction 920,-118,-118,-118.0,-118.0,170
SALE00147,CUST051,2023-05-27,2023-07-15,2023-01-14,52364.69,47428.85,2023-12-28,423,330.1,TXN00147,2023-05-27,Cash Inflow,23625,Investing Activities,Transaction 147,-182,-182,-182.0,-182.0,423
SALE00248,CUST051,2023-09-05,2023-07-15,2023-01-14,52364.69,47428.85,2023-12-28,99,177.9,TXN00248,2023-09-05,Cash Inflow,170190,Financing Activities,Transaction 248,-182,-182,-182.0,-182.0,99
SALE00693,CUST051,2024-11-23,2023-07-15,2023-01-14,52364.69,47428.85,2023-12-28,315,309.85,TXN00693,2024-11-23,Cash Inflow,21312,Operating Activities,Transaction 693,-182,-182,-182.0,-182.0,315
SALE00152,CUST042,2023-06-01,2023-05-19,2023-10-12,81134.85,67368.16,2023-06-22,225,207.6,TXN00152,2023-06-01,Cash Inflow,76815,Financing Activities,Transaction 152,146,146,146.0,146.0,225
SALE00264,CUST042,2023-09-21,2023-05-19,2023-10-12,81134.85,67368.16,2023-06-22,300,193.41,TXN00264,2023-09-21,Cash Inflow,283170,Financing Activities,Transaction 264,146,146,146.0,146.0,300
SALE00443,CUST042,2024-03-18,2023-05-19,2023-10-12,81134.85,67368.16,2023-06-22,375,210.64,TXN00443,2024-03-18,Cash Inflow,284235,Investing Activities,Transaction 443,146,146,146.0,146.0,375
SALE00523,CUST042,2024-06-06,2023-05-19,2023-10-12,81134.85,67368.16,2023-06-22,435,18.67,TXN00523,2024-06-06,Cash Outflow,27060,Investing Activities,Transaction 523,146,146,146.0,146.0,435
SALE00582,CUST042,2024-08-04,2023-05-19,2023-10-12,81134.85,67368.16,2023-06-22,510,329.34,TXN00582,2024-08-04,Cash Inflow,144450,Financing Activities,Transaction 582,146,146,146.0,146.0,510
SALE00726,CUST042,2024-12-26,2023-05-19,2023-10-12,81134.85,67368.16,2023-06-22,180,240.46,TXN00726,2024-12-26,Cash Inflow,160830,Investing Activities,Transaction 726,146,146,146.0,146.0,180
SALE00935,CUST042,2025-07-23,2023-05-19,2023-10-12,81134.85,67368.16,2023-06-22,285,67.65,TXN00935,2025-07-23,Cash Outflow,278895,Operating Activities,Transaction 935,146,146,146.0,146.0,285
SALE00949,CUST042,2025-08-06,2023-05-19,2023-10-12,81134.85,67368.16,2023-06-22,570,24.39,TXN00949,2025-08-06,Cash Outflow,66165,Investing Activities,Transaction 949,146,146,146.0,146.0,570
SALE00156,CUST014,2023-06-05,2023-09-06,2023-03-07,43946.33,48109.76,2023-11-25,70,421.82,TXN00156,2023-06-05,Cash Outflow,39354,Investing Activities,Transaction 156,-183,-183,-183.0,-183.0,70
SALE00192,CUST014,2023-07-11,2023-09-06,2023-03-07,43946.33,48109.76,2023-11-25,42,300.53,TXN00192,2023-07-11,Cash Inflow,113596,Investing Activities,Transaction 192,-183,-183,-183.0,-183.0,42
SALE00392,CUST014,2024-01-27,2023-09-06,2023-03-07,43946.33,48109.76,2023-11-25,322,163.01,TXN00392,2024-01-27,Cash Inflow,16478,Financing Activities,Transaction 392,-183,-183,-183.0,-183.0,322
SALE00601,CUST014,2024-08-23,2023-09-06,2023-03-07,43946.33,48109.76,2023-11-25,175,230.56,TXN00601,2024-08-23,Cash Inflow,89278,Investing Activities,Transaction 601,-183,-183,-183.0,-183.0,175
SALE00748,CUST014,2025-01-17,2023-09-06,2023-03-07,43946.33,48109.76,2023-11-25,56,35.87,TXN00748,2025-01-17,Cash Inflow,67235,Investing Activities,Transaction 748,-183,-183,-183.0,-183.0,56
SALE00778,CUST014,2025-02-16,2023-09-06,2023-03-07,43946.33,48109.76,2023-11-25,203,376.14,TXN00778,2025-02-16,Cash Outflow,66619,Financing Activities,Transaction 778,-183,-183,-183.0,-183.0,203
SALE00808,CUST014,2025-03-18,2023-09-06,2023-03-07,43946.33,48109.76,2023-11-25,70,74.36,TXN00808,2025-03-18,Cash Inflow,20174,Financing Activities,Transaction 808,-183,-183,-183.0,-183.0,70
SALE00895,CUST014,2025-06-13,2023-09-06,2023-03-07,43946.33,48109.76,2023-11-25,238,283.41,TXN00895,2025-06-13,Cash Outflow,131313,Financing Activities,Transaction 895,-183,-183,-183.0,-183.0,238
SALE00985,CUST014,2025-09-11,2023-09-06,2023-03-07,43946.33,48109.76,2023-11-25,336,164.31,TXN00985,2025-09-11,Cash Outflow,115514,Investing Activities,Transaction 985,-183,-183,-183.0,-183.0,336
SALE00165,CUST082,2023-06-14,2023-09-09,2023-09-18,51399.909999999996,48670.06,2023-08-17,117,276.22,TXN00165,2023-06-14,Cash Outflow,21654,Operating Activities,Transaction 165,9,9,9.0,9.0,117
SALE00308,CUST082,2023-11-04,2023-09-09,2023-09-18,51399.909999999996,48670.06,2023-08-17,225,17.19,TXN00308,2023-11-04,Cash Outflow,119610,Financing Activities,Transaction 308,9,9,9.0,9.0,225
SALE00363,CUST082,2023-12-29,2023-09-09,2023-09-18,51399.909999999996,48670.06,2023-08-17,216,193.02,TXN00363,2023-12-29,Cash Inflow,97920,Financing Activities,Transaction 363,9,9,9.0,9.0,216
SALE00473,CUST082,2024-04-17,2023-09-09,2023-09-18,51399.909999999996,48670.06,2023-08-17,369,414.39,TXN00473,2024-04-17,Cash Inflow,31986,Financing Activities,Transaction 473,9,9,9.0,9.0,369
SALE00480,CUST082,2024-04-24,2023-09-09,2023-09-18,51399.909999999996,48670.06,2023-08-17,63,287.62,TXN00480,2024-04-24,Cash Outflow,114075,Financing Activities,Transaction 480,9,9,9.0,9.0,63
SALE00583,CUST082,2024-08-05,2023-09-09,2023-09-18,51399.909999999996,48670.06,2023-08-17,396,407.24,TXN00583,2024-08-05,Cash Outflow,166707,Investing Activities,Transaction 583,9,9,9.0,9.0,396
SALE00936,CUST082,2025-07-24,2023-09-09,2023-09-18,51399.909999999996,48670.06,2023-08-17,144,372.47,TXN00936,2025-07-24,Cash Inflow,97749,Financing Activities,Transaction 936,9,9,9.0,9.0,144
SALE00172,CUST041,2023-06-21,2023-09-25,2023-11-14,17442.17,17453.14,2023-12-22,180,398.55,TXN00172,2023-06-21,Cash Inflow,6248,Investing Activities,Transaction 172,50,50,50.0,50.0,180
SALE00435,CUST041,2024-03-10,2023-09-25,2023-11-14,17442.17,17453.14,2023-12-22,84,228.71,TXN00435,2024-03-10,Cash Outflow,9036,Financing Activities,Transaction 435,50,50,50.0,50.0,84
SALE00877,CUST041,2025-05-26,2023-09-25,2023-11-14,17442.17,17453.14,2023-12-22,140,64.85,TXN00877,2025-05-26,Cash Outflow,15520,Financing Activities,Transaction 877,50,50,50.0,50.0,140
SALE00915,CUST041,2025-07-03,2023-09-25,2023-11-14,17442.17,17453.14,2023-12-22,192,105.96,TXN00915,2025-07-03,Cash Outflow,44560,Operating Activities,Transaction 915,50,50,50.0,50.0,192
SALE00179,CUST065,2023-06-28,2023-03-10,2023-12-12,69728.94,54555.14,2023-11-20,470,419.64,TXN00179,2023-06-28,Cash Inflow,67880,Operating Activities,Transaction 179,277,277,277.0,277.0,470
SALE00183,CUST065,2023-07-02,2023-03-10,2023-12-12,69728.94,54555.14,2023-11-20,440,304.91,TXN00183,2023-07-02,Cash Outflow,102950,Operating Activities,Transaction 183,277,277,277.0,277.0,440
SALE00332,CUST065,2023-11-28,2023-03-10,2023-12-12,69728.94,54555.14,2023-11-20,30,44.93,TXN00332,2023-11-28,Cash Inflow,144460,Operating Activities,Transaction 332,277,277,277.0,277.0,30
SALE00522,CUST065,2024-06-05,2023-03-10,2023-12-12,69728.94,54555.14,2023-11-20,70,10.16,TXN00522,2024-06-05,Cash Inflow,89280,Operating Activities,Transaction 522,277,277,277.0,277.0,70
SALE00691,CUST065,2024-11-21,2023-03-10,2023-12-12,69728.94,54555.14,2023-11-20,250,381.51,TXN00691,2024-11-21,Cash Outflow,13060,Investing Activities,Transaction 691,277,277,277.0,277.0,250
SALE00723,CUST065,2024-12-23,2023-03-10,2023-12-12,69728.94,54555.14,2023-11-20,250,342.41,TXN00723,2024-12-23,Cash Outflow,84060,Operating Activities,Transaction 723,277,277,277.0,277.0,250
SALE00801,CUST065,2025-03-11,2023-03-10,2023-12-12,69728.94,54555.14,2023-11-20,290,34.42,TXN00801,2025-03-11,Cash Inflow,112060,Financing Activities,Transaction 801,277,277,277.0,277.0,290
SALE00885,CUST065,2025-06-03,2023-03-10,2023-12-12,69728.94,54555.14,2023-11-20,370,381.63,TXN00885,2025-06-03,Cash Outflow,93840,Operating Activities,Transaction 885,277,277,277.0,277.0,370
SALE00180,CUST064,2023-06-29,2023-10-25,2023-11-30,51270.67,45600.7,2023-08-26,72,125.54,TXN00180,2023-06-29,Cash Inflow,36864,Operating Activities,Transaction 180,36,36,36.0,36.0,72
SALE00263,CUST064,2023-09-20,2023-10-25,2023-11-30,51270.67,45600.7,2023-08-26,18,489.53,TXN00263,2023-09-20,Cash Inflow,177372,Financing Activities,Transaction 263,36,36,36.0,36.0,18
SALE00290,CUST064,2023-10-17,2023-10-25,2023-11-30,51270.67,45600.7,2023-08-26,261,463.58,TXN00290,2023-10-17,Cash Outflow,157356,Financing Activities,Transaction 290,36,36,36.0,36.0,261
SALE00309,CUST064,2023-11-05,2023-10-25,2023-11-30,51270.67,45600.7,2023-08-26,162,297.66,TXN00309,2023-11-05,Cash Outflow,169929,Operating Activities,Transaction 309,36,36,36.0,36.0,162
SALE00322,CUST064,2023-11-18,2023-10-25,2023-11-30,51270.67,45600.7,2023-08-26,153,130.57,TXN00322,2023-11-18,Cash Inflow,171792,Operating Activities,Transaction 322,36,36,36.0,36.0,153
SALE00541,CUST064,2024-06-24,2023-10-25,2023-11-30,51270.67,45600.7,2023-08-26,126,312.85,TXN00541,2024-06-24,Cash Inflow,157761,Financing Activities,Transaction 541,36,36,36.0,36.0,126
SALE00609,CUST064,2024-08-31,2023-10-25,2023-11-30,51270.67,45600.7,2023-08-26,261,33.44,TXN00609,2024-08-31,Cash Outflow,111762,Operating Activities,Transaction 609,36,36,36.0,36.0,261
SALE00670,CUST064,2024-10-31,2023-10-25,2023-11-30,51270.67,45600.7,2023-08-26,423,276.57,TXN00670,2024-10-31,Cash Inflow,35370,Operating Activities,Transaction 670,36,36,36.0,36.0,423
SALE00679,CUST064,2024-11-09,2023-10-25,2023-11-30,51270.67,45600.7,2023-08-26,81,379.06,TXN00679,2024-11-09,Cash Outflow,74988,Operating Activities,Transaction 679,36,36,36.0,36.0,81
SALE00703,CUST064,2024-12-03,2023-10-25,2023-11-30,51270.67,45600.7,2023-08-26,333,373.44,TXN00703,2024-12-03,Cash Inflow,108837,Investing Activities,Transaction 703,36,36,36.0,36.0,333
SALE00774,CUST064,2025-02-12,2023-10-25,2023-11-30,51270.67,45600.7,2023-08-26,351,253.12,TXN00774,2025-02-12,Cash Outflow,38142,Investing Activities,Transaction 774,36,36,36.0,36.0,351
SALE00931,CUST064,2025-07-19,2023-10-25,2023-11-30,51270.67,45600.7,2023-08-26,405,163.45,TXN00931,2025-07-19,Cash Inflow,160209,Operating Activities,Transaction 931,36,36,36.0,36.0,405
SALE00932,CUST064,2025-07-20,2023-10-25,2023-11-30,51270.67,45600.7,2023-08-26,297,401.31,TXN00932,2025-07-20,Cash Outflow,98397,Financing Activities,Transaction 932,36,36,36.0,36.0,297
SALE01000,CUST064,2025-09-26,2023-10-25,2023-11-30,51270.67,45600.7,2023-08-26,36,382.03,TXN01000,2025-09-26,Cash Inflow,119727,Operating Activities,Transaction 1000,36,36,36.0,36.0,36
SALE00188,CUST047,2023-07-07,2023-05-03,2023-12-20,42250.76,38453.67,2023-12-28,48,43.88,TXN00188,2023-07-07,Cash Inflow,118952,Financing Activities,Transaction 188,231,231,231.0,231.0,48
SALE00625,CUST047,2024-09-16,2023-05-03,2023-12-20,42250.76,38453.67,2023-12-28,200,279.31,TXN00625,2024-09-16,Cash Inflow,16000,Financing Activities,Transaction 625,231,231,231.0,231.0,200
SALE00660,CUST047,2024-10-21,2023-05-03,2023-12-20,42250.76,38453.67,2023-12-28,312,144.16,TXN00660,2024-10-21,Cash Outflow,102528,Operating Activities,Transaction 660,231,231,231.0,231.0,312
SALE00736,CUST047,2025-01-05,2023-05-03,2023-12-20,42250.76,38453.67,2023-12-28,56,97.4,TXN00736,2025-01-05,Cash Inflow,44128,Investing Activities,Transaction 736,231,231,231.0,231.0,56
SALE00767,CUST047,2025-02-05,2023-05-03,2023-12-20,42250.76,38453.67,2023-12-28,24,40.65,TXN00767,2025-02-05,Cash Inflow,21112,Investing Activities,Transaction 767,231,231,231.0,231.0,24
SALE00902,CUST047,2025-06-20,2023-05-03,2023-12-20,42250.76,38453.67,2023-12-28,40,192.25,TXN00902,2025-06-20,Cash Outflow,23464,Investing Activities,Transaction 902,231,231,231.0,231.0,40
SALE00904,CUST047,2025-06-22,2023-05-03,2023-12-20,42250.76,38453.67,2023-12-28,272,204.72,TXN00904,2025-06-22,Cash Inflow,37336,Operating Activities,Transaction 904,231,231,231.0,231.0,272
SALE00947,CUST047,2025-08-04,2023-05-03,2023-12-20,42250.76,38453.67,2023-12-28,288,346.56,TXN00947,2025-08-04,Cash Inflow,59336,Investing Activities,Transaction 947,231,231,231.0,231.0,288
SALE00980,CUST047,2025-09-06,2023-05-03,2023-12-20,42250.76,38453.67,2023-12-28,248,423.43,TXN00980,2025-09-06,Cash Outflow,132656,Investing Activities,Transaction 980,231,231,231.0,231.0,248
SALE00994,CUST047,2025-09-20,2023-05-03,2023-12-20,42250.76,38453.67,2023-12-28,224,434.53,TXN00994,2025-09-20,Cash Outflow,116288,Financing Activities,Transaction 994,231,231,231.0,231.0,224
SALE00190,CUST093,2023-07-09,2023-11-06,2023-07-21,32409.46,37029.52,2023-10-06,238,57.72,TXN00190,2023-07-09,Cash Outflow,59101,Operating Activities,Transaction 190,-108,-108,-108.0,-108.0,238
SALE00292,CUST093,2023-10-19,2023-11-06,2023-07-21,32409.46,37029.52,2023-10-06,77,451.67,TXN00292,2023-10-19,Cash Inflow,125643,Financing Activities,Transaction 292,-108,-108,-108.0,-108.0,77
SALE00430,CUST093,2024-03-05,2023-11-06,2023-07-21,32409.46,37029.52,2023-10-06,252,103.26,TXN00430,2024-03-05,Cash Outflow,97265,Financing Activities,Transaction 430,-108,-108,-108.0,-108.0,252
SALE00478,CUST093,2024-04-22,2023-11-06,2023-07-21,32409.46,37029.52,2023-10-06,280,395.28,TXN00478,2024-04-22,Cash Outflow,109543,Operating Activities,Transaction 478,-108,-108,-108.0,-108.0,280
SALE00531,CUST093,2024-06-14,2023-11-06,2023-07-21,32409.46,37029.52,2023-10-06,259,379.58,TXN00531,2024-06-14,Cash Inflow,41825,Financing Activities,Transaction 531,-108,-108,-108.0,-108.0,259
SALE00686,CUST093,2024-11-16,2023-11-06,2023-07-21,32409.46,37029.52,2023-10-06,7,482.91,TXN00686,2024-11-16,Cash Outflow,75131,Financing Activities,Transaction 686,-108,-108,-108.0,-108.0,7
SALE00843,CUST093,2025-04-22,2023-11-06,2023-07-21,32409.46,37029.52,2023-10-06,91,489.98,TXN00843,2025-04-22,Cash Inflow,76272,Financing Activities,Transaction 843,-108,-108,-108.0,-108.0,91
SALE00855,CUST093,2025-05-04,2023-11-06,2023-07-21,32409.46,37029.52,2023-10-06,238,53.53,TXN00855,2025-05-04,Cash Inflow,117845,Investing Activities,Transaction 855,-108,-108,-108.0,-108.0,238
SALE00979,CUST093,2025-09-05,2023-11-06,2023-07-21,32409.46,37029.52,2023-10-06,280,405.04,TXN00979,2025-09-05,Cash Outflow,52899,Operating Activities,Transaction 979,-108,-108,-108.0,-108.0,280
