SaleID,Customer ID,SaleDate,Invoice Date,Payment Date,Invoice Amount,Payment Amount,Due Date,Invoice Amount,QuantitySold,UnitPrice,TransactionID,TransactionDate,TransactionType,Amount,Category,Description
SALE00419,CUST006,2024-02-23,2023-04-11,2023-05-13,28230.760000000002,31346.010000000002,2023-08-06,28230.760000000002,320,312.41,TXN00419,2024-02-23,Cash Outflow,46392,Operating Activities,Transaction 419
SALE00420,CUST078,2024-02-24,2023-02-27,2023-01-31,49783.25,54662.54,2023-01-09,49783.25,410,226.78,TXN00420,2024-02-24,Cash Outflow,134970,Operating Activities,Transaction 420
SALE00421,CUST032,2024-02-25,2023-03-30,2023-01-06,80815.27,88414.34,2023-06-28,80815.27,330,417.61,TXN00421,2024-02-25,Cash Outflow,209580,Operating Activities,Transaction 421
SALE00422,CUST099,2024-02-26,2023-11-10,2023-07-25,46714.51,35951.49,2023-03-12,46714.51,99,338.11,TXN00422,2024-02-26,Cash Outflow,43920,Financing Activities,Transaction 422
SALE00423,CUST010,2024-02-27,2023-09-01,2023-01-30,55289.66,65133.63,2023-04-25,55289.66,230,44.27,TXN00423,2024-02-27,Cash Outflow,52570,Financing Activities,Transaction 423
SALE00424,CUST003,2024-02-28,2023-07-25,2023-08-27,86558.03,89401.25,2023-08-12,86558.03,15,323.68,TXN00424,2024-02-28,Cash Inflow,293955,Operating Activities,Transaction 424
SALE00425,CUST059,2024-02-29,2023-03-16,2023-12-04,61055.39,62485.46,2023-11-16,61055.39,506,142.86,TXN00425,2024-02-29,Cash Outflow,119845,Financing Activities,Transaction 425
SALE00426,CUST076,2024-03-01,2023-04-29,2023-06-02,61813.47,57332.7,2023-10-20,61813.47,370,300.48,TXN00426,2024-03-01,Cash Inflow,167410,Investing Activities,Transaction 426
SALE00427,CUST049,2024-03-02,2023-04-10,2023-12-02,96116.34,74290.45999999999,2023-03-08,96116.34,294,343.26,TXN00427,2024-03-02,Cash Inflow,85232,Investing Activities,Transaction 427
SALE00428,CUST059,2024-03-03,2023-03-16,2023-12-04,61055.39,62485.46,2023-11-16,61055.39,286,123.11,TXN00428,2024-03-03,Cash Outflow,196350,Investing Activities,Transaction 428
SALE00429,CUST031,2024-03-04,2023-03-29,2023-05-25,53154.81,42778.22,2023-10-11,53154.81,460,233.86,TXN00429,2024-03-04,Cash Inflow,54440,Operating Activities,Transaction 429
SALE00430,CUST093,2024-03-05,2023-11-06,2023-07-21,32409.46,37029.52,2023-10-06,32409.46,252,103.26,TXN00430,2024-03-05,Cash Outflow,97265,Financing Activities,Transaction 430
SALE00431,CUST069,2024-03-06,2023-06-24,2023-06-04,68326.20999999999,60165.27,2023-11-21,68326.20999999999,253,35.65,TXN00431,2024-03-06,Cash Inflow,193292,Operating Activities,Transaction 431
SALE00432,CUST062,2024-03-07,2023-11-18,2023-01-08,61982.12,59561.68,2023-06-11,61982.12,11,195.45,TXN00432,2024-03-07,Cash Outflow,52173,Financing Activities,Transaction 432
SALE00433,CUST052,2024-03-08,2023-07-28,2023-03-09,55221.17,54755.14,2023-04-17,55221.17,320,187.84,TXN00433,2024-03-08,Cash Inflow,83328,Investing Activities,Transaction 433
SALE00434,CUST089,2024-03-09,2023-11-25,2023-10-06,42695.1,24343.09,2023-02-14,42695.1,90,497.79,TXN00434,2024-03-09,Cash Outflow,62904,Operating Activities,Transaction 434
SALE00435,CUST041,2024-03-10,2023-09-25,2023-11-14,17442.17,17453.14,2023-12-22,17442.17,84,228.71,TXN00435,2024-03-10,Cash Outflow,9036,Financing Activities,Transaction 435
SALE00436,CUST031,2024-03-11,2023-03-29,2023-05-25,53154.81,42778.22,2023-10-11,53154.81,470,173.45,TXN00436,2024-03-11,Cash Outflow,96810,Financing Activities,Transaction 436
SALE00437,CUST085,2024-03-12,2023-02-24,2023-01-13,32354.309999999998,32354.309999999998,2023-01-05,32354.309999999998,63,294.43,TXN00437,2024-03-12,Cash Outflow,20874,Investing Activities,Transaction 437
SALE00438,CUST084,2024-03-13,2023-04-11,2023-02-21,38249.73,47072.64,2023-05-13,38249.73,63,53.5,TXN00438,2024-03-13,Cash Outflow,10157,Operating Activities,Transaction 438
SALE00439,CUST022,2024-03-14,2023-02-07,2023-06-02,45090.32,47396.95,2023-04-15,45090.32,80,481.22,TXN00439,2024-03-14,Cash Inflow,20632,Operating Activities,Transaction 439
SALE00440,CUST004,2024-03-15,2023-05-22,2023-04-08,91738.51,71592.7,2023-02-28,91738.51,364,321.13,TXN00440,2024-03-15,Cash Inflow,45038,Operating Activities,Transaction 440
SALE00441,CUST013,2024-03-16,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,28898.899999999998,246,379.87,TXN00441,2024-03-16,Cash Inflow,61152,Investing Activities,Transaction 441
SALE00442,CUST045,2024-03-17,2023-05-02,2023-09-15,15444.67,21759.89,2023-01-28,15444.67,210,93.53,TXN00442,2024-03-17,Cash Outflow,46866,Operating Activities,Transaction 442
SALE00443,CUST042,2024-03-18,2023-05-19,2023-10-12,81134.85,67368.16,2023-06-22,81134.85,375,210.64,TXN00443,2024-03-18,Cash Inflow,284235,Investing Activities,Transaction 443
SALE00444,CUST049,2024-03-19,2023-04-10,2023-12-02,96116.34,74290.45999999999,2023-03-08,96116.34,364,217.12,TXN00444,2024-03-19,Cash Outflow,17752,Investing Activities,Transaction 444
SALE00445,CUST020,2024-03-20,2023-10-11,2023-11-16,52941.2,36576.92,2023-12-13,52941.2,99,412.69,TXN00445,2024-03-20,Cash Outflow,53910,Investing Activities,Transaction 445
SALE00446,CUST077,2024-03-21,2023-03-13,2023-05-07,54351.72,47617.9,2023-08-06,54351.72,304,10.61,TXN00446,2024-03-21,Cash Inflow,128272,Financing Activities,Transaction 446
SALE00447,CUST081,2024-03-22,2023-12-30,2023-03-19,58854.659999999996,65939.7,2023-01-07,58854.659999999996,22,157.42,TXN00447,2024-03-22,Cash Inflow,78595,Operating Activities,Transaction 447
SALE00448,CUST054,2024-03-23,2023-02-27,2023-12-20,39563.22,49626.28,2023-02-20,39563.22,49,490.81,TXN00448,2024-03-23,Cash Outflow,40124,Operating Activities,Transaction 448
SALE00449,CUST036,2024-03-24,2023-11-28,2023-03-16,73662.28,78530.96,2023-03-16,73662.28,252,242.69,TXN00449,2024-03-24,Cash Inflow,167790,Investing Activities,Transaction 449
SALE00450,CUST097,2024-03-25,2023-11-18,2023-03-19,35166.01,33720.88,2023-03-13,35166.01,216,197.44,TXN00450,2024-03-25,Cash Outflow,50376,Investing Activities,Transaction 450
SALE00451,CUST001,2024-03-26,2023-01-19,2023-11-15,34792.41,34519.6,2023-09-16,34792.41,374,68.72,TXN00451,2024-03-26,Cash Outflow,141262,Operating Activities,Transaction 451
SALE00452,CUST015,2024-03-27,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,28619.02,216,487.34,TXN00452,2024-03-27,Cash Outflow,68304,Investing Activities,Transaction 452
SALE00453,CUST077,2024-03-28,2023-03-13,2023-05-07,54351.72,47617.9,2023-08-06,54351.72,136,19.81,TXN00453,2024-03-28,Cash Outflow,132016,Operating Activities,Transaction 453
SALE00454,CUST017,2024-03-29,2023-05-21,2023-08-25,25929.02,46118.259999999995,2023-05-21,25929.02,344,371.22,TXN00454,2024-03-29,Cash Outflow,108696,Financing Activities,Transaction 454
SALE00455,CUST024,2024-03-30,2023-05-01,2023-03-31,45218.61,41994.729999999996,2023-06-15,45218.61,440,386.61,TXN00455,2024-03-30,Cash Inflow,53730,Investing Activities,Transaction 455
SALE00456,CUST058,2024-03-31,2023-08-17,2023-08-14,52585.6,51930.979999999996,2023-09-08,52585.6,264,129.39,TXN00456,2024-03-31,Cash Inflow,21791,Operating Activities,Transaction 456
SALE00457,CUST072,2024-04-01,2023-06-16,2023-05-12,59480.26,48962.630000000005,2023-12-21,59480.26,275,339.06,TXN00457,2024-04-01,Cash Outflow,116523,Investing Activities,Transaction 457
SALE00458,CUST091,2024-04-02,2023-01-23,2023-11-08,86177.92,94357.38,2023-07-31,86177.92,105,55.54,TXN00458,2024-04-02,Cash Outflow,223830,Operating Activities,Transaction 458
SALE00459,CUST023,2024-04-03,2023-09-15,2023-12-16,61594.92,46022.24,2023-11-23,61594.92,66,135.95,TXN00459,2024-04-03,Cash Inflow,186318,Operating Activities,Transaction 459
SALE00460,CUST046,2024-04-04,2023-09-06,2023-12-07,26529.85,30986.059999999998,2023-12-20,26529.85,168,396.07,TXN00460,2024-04-04,Cash Inflow,57001,Investing Activities,Transaction 460
SALE00461,CUST072,2024-04-05,2023-06-16,2023-05-12,59480.26,48962.630000000005,2023-12-21,59480.26,363,433.7,TXN00461,2024-04-05,Cash Outflow,178288,Financing Activities,Transaction 461
SALE00462,CUST008,2024-04-06,2023-09-15,2023-08-07,78145.97,68514.32,2023-07-07,78145.97,637,308.16,TXN00462,2024-04-06,Cash Inflow,153023,Operating Activities,Transaction 462
SALE00463,CUST059,2024-04-07,2023-03-16,2023-12-04,61055.39,62485.46,2023-11-16,61055.39,319,258.35,TXN00463,2024-04-07,Cash Outflow,194876,Operating Activities,Transaction 463
SALE00464,CUST090,2024-04-08,2023-07-01,2023-06-21,63180.81,51508.06,2023-07-13,63180.81,430,88.06,TXN00464,2024-04-08,Cash Inflow,131000,Operating Activities,Transaction 464
SALE00465,CUST059,2024-04-09,2023-03-16,2023-12-04,61055.39,62485.46,2023-11-16,61055.39,242,40.92,TXN00465,2024-04-09,Cash Outflow,126478,Financing Activities,Transaction 465
SALE00466,CUST013,2024-04-10,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,28898.899999999998,156,67.65,TXN00466,2024-04-10,Cash Inflow,88770,Financing Activities,Transaction 466
SALE00467,CUST039,2024-04-11,2023-07-28,2023-03-29,41147.87,33423.07,2023-12-27,41147.87,196,121.41,TXN00467,2024-04-11,Cash Outflow,78274,Investing Activities,Transaction 467
SALE00468,CUST028,2024-04-12,2023-09-12,2023-06-23,40126.62,49207.75,2023-01-11,40126.62,231,177.42,TXN00468,2024-04-12,Cash Inflow,185680,Financing Activities,Transaction 468
SALE00469,CUST089,2024-04-13,2023-11-25,2023-10-06,42695.1,24343.09,2023-02-14,42695.1,294,196.65,TXN00469,2024-04-13,Cash Inflow,54114,Investing Activities,Transaction 469
SALE00470,CUST061,2024-04-14,2023-06-28,2023-01-15,49205.41,60727.63,2023-08-15,49205.41,70,179.7,TXN00470,2024-04-14,Cash Outflow,38000,Investing Activities,Transaction 470
SALE00471,CUST016,2024-04-15,2023-02-13,2023-06-12,22541.61,35506.28,2023-04-25,22541.61,119,127.14,TXN00471,2024-04-15,Cash Inflow,50554,Financing Activities,Transaction 471
SALE00472,CUST002,2024-04-16,2023-03-20,2023-01-08,43494.44,36240.490000000005,2023-05-23,43494.44,140,259.76,TXN00472,2024-04-16,Cash Outflow,54026,Investing Activities,Transaction 472
SALE00473,CUST082,2024-04-17,2023-09-09,2023-09-18,51399.909999999996,48670.06,2023-08-17,51399.909999999996,369,414.39,TXN00473,2024-04-17,Cash Inflow,31986,Financing Activities,Transaction 473
SALE00474,CUST017,2024-04-18,2023-05-21,2023-08-25,25929.02,46118.259999999995,2023-05-21,25929.02,392,147.05,TXN00474,2024-04-18,Cash Outflow,112600,Investing Activities,Transaction 474
SALE00475,CUST030,2024-04-19,2023-12-26,2023-10-17,76021.64,74168.39,2023-06-20,76021.64,280,471.77,TXN00475,2024-04-19,Cash Inflow,118580,Financing Activities,Transaction 475
SALE00476,CUST013,2024-04-20,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,28898.899999999998,132,437.93,TXN00476,2024-04-20,Cash Outflow,15858,Financing Activities,Transaction 476
SALE00477,CUST096,2024-04-21,2023-02-02,2023-04-10,98274.66,96684.33,2023-05-11,98274.66,476,89.26,TXN00477,2024-04-21,Cash Inflow,170051,Investing Activities,Transaction 477
SALE00478,CUST093,2024-04-22,2023-11-06,2023-07-21,32409.46,37029.52,2023-10-06,32409.46,280,395.28,TXN00478,2024-04-22,Cash Outflow,109543,Operating Activities,Transaction 478
SALE00479,CUST094,2024-04-23,2023-06-05,2023-05-02,76021.94,78405.37,2023-03-16,76021.94,637,291.55,TXN00479,2024-04-23,Cash Inflow,252486,Investing Activities,Transaction 479
SALE00480,CUST082,2024-04-24,2023-09-09,2023-09-18,51399.909999999996,48670.06,2023-08-17,51399.909999999996,63,287.62,TXN00480,2024-04-24,Cash Outflow,114075,Financing Activities,Transaction 480
SALE00481,CUST013,2024-04-25,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,28898.899999999998,6,201.61,TXN00481,2024-04-25,Cash Outflow,53136,Operating Activities,Transaction 481
SALE00482,CUST043,2024-04-26,2023-09-14,2023-03-06,59017.54,55338.5,2023-11-11,59017.54,384,255.56,TXN00482,2024-04-26,Cash Outflow,186840,Investing Activities,Transaction 482
SALE00483,CUST085,2024-04-27,2023-02-24,2023-01-13,32354.309999999998,32354.309999999998,2023-01-05,32354.309999999998,91,204.62,TXN00483,2024-04-27,Cash Inflow,9254,Investing Activities,Transaction 483
SALE00484,CUST094,2024-04-28,2023-06-05,2023-05-02,76021.94,78405.37,2023-03-16,76021.94,390,274.47,TXN00484,2024-04-28,Cash Outflow,231751,Investing Activities,Transaction 484
SALE00485,CUST021,2024-04-29,2023-04-02,2023-10-16,89729.16,79997.27,2023-07-09,89729.16,345,317.7,TXN00485,2024-04-29,Cash Inflow,221835,Operating Activities,Transaction 485
SALE00486,CUST055,2024-04-30,2023-09-24,2023-06-02,33874.47,38541.82,2023-09-18,33874.47,114,340.41,TXN00486,2024-04-30,Cash Outflow,39900,Financing Activities,Transaction 486
SALE00487,CUST081,2024-05-01,2023-12-30,2023-03-19,58854.659999999996,65939.7,2023-01-07,58854.659999999996,352,270.92,TXN00487,2024-05-01,Cash Inflow,54175,Investing Activities,Transaction 487
SALE00488,CUST040,2024-05-02,2023-08-01,2023-10-18,42503.47,41455.94,2023-08-19,42503.47,270,363.5,TXN00488,2024-05-02,Cash Outflow,148788,Investing Activities,Transaction 488
SALE00489,CUST083,2024-05-03,2023-06-18,2023-10-06,54370.66,53799.590000000004,2023-08-21,54370.66,348,79.23,TXN00489,2024-05-03,Cash Inflow,32376,Investing Activities,Transaction 489
SALE00490,CUST015,2024-05-04,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,28619.02,392,113.87,TXN00490,2024-05-04,Cash Inflow,31616,Investing Activities,Transaction 490
SALE00491,CUST073,2024-05-05,2023-04-27,2023-05-19,59459.01,77551.77,2023-01-08,59459.01,540,411.18,TXN00491,2024-05-05,Cash Outflow,115272,Investing Activities,Transaction 491
SALE00492,CUST052,2024-05-06,2023-07-28,2023-03-09,55221.17,54755.14,2023-04-17,55221.17,232,168.04,TXN00492,2024-05-06,Cash Inflow,114872,Financing Activities,Transaction 492
SALE00493,CUST074,2024-05-07,2023-05-15,2023-07-10,29881.460000000003,27693.14,2023-04-13,29881.460000000003,180,21.22,TXN00493,2024-05-07,Cash Inflow,109152,Financing Activities,Transaction 493
SALE00494,CUST095,2024-05-08,2023-06-23,2023-09-30,49389.65,69434.77,2023-12-12,49389.65,176,85.36,TXN00494,2024-05-08,Cash Outflow,101255,Investing Activities,Transaction 494
SALE00495,CUST053,2024-05-09,2023-08-10,2023-05-31,62128.03,50952.21,2023-02-01,62128.03,400,119.57,TXN00495,2024-05-09,Cash Inflow,106120,Operating Activities,Transaction 495
SALE00496,CUST087,2024-05-10,2023-01-26,2023-09-15,41904.55,51831.380000000005,2023-10-30,41904.55,190,479.09,TXN00496,2024-05-10,Cash Inflow,53410,Financing Activities,Transaction 496
SALE00497,CUST052,2024-05-11,2023-07-28,2023-03-09,55221.17,54755.14,2023-04-17,55221.17,144,290.79,TXN00497,2024-05-11,Cash Inflow,126864,Operating Activities,Transaction 497
SALE00498,CUST030,2024-05-12,2023-12-26,2023-10-17,76021.64,74168.39,2023-06-20,76021.64,14,467.04,TXN00498,2024-05-12,Cash Outflow,26726,Financing Activities,Transaction 498
SALE00499,CUST033,2024-05-13,2023-09-27,2023-03-13,38304.8,42288.35,2023-10-23,38304.8,112,291.83,TXN00499,2024-05-13,Cash Inflow,40528,Investing Activities,Transaction 499
SALE00500,CUST057,2024-05-14,2023-08-23,2023-08-19,88660.8,83519.11,2023-04-24,88660.8,611,244.88,TXN00500,2024-05-14,Cash Outflow,154466,Financing Activities,Transaction 500
SALE00501,CUST052,2024-05-15,2023-07-28,2023-03-09,55221.17,54755.14,2023-04-17,55221.17,16,163.73,TXN00501,2024-05-15,Cash Inflow,147512,Investing Activities,Transaction 501
SALE00502,CUST009,2024-05-16,2023-04-10,2023-09-28,55430.15,51703.56,2023-08-09,55430.15,280,307.12,TXN00502,2024-05-16,Cash Inflow,150960,Financing Activities,Transaction 502
SALE00503,CUST054,2024-05-17,2023-02-27,2023-12-20,39563.22,49626.28,2023-02-20,39563.22,343,78.21,TXN00503,2024-05-17,Cash Inflow,9128,Investing Activities,Transaction 503
SALE00504,CUST001,2024-05-18,2023-01-19,2023-11-15,34792.41,34519.6,2023-09-16,34792.41,330,450.15,TXN00504,2024-05-18,Cash Outflow,150931,Investing Activities,Transaction 504
SALE00505,CUST044,2024-05-19,2023-12-11,2023-09-10,17892.84,23899.73,2023-09-29,17892.84,228,416.37,TXN00505,2024-05-19,Cash Inflow,10674,Investing Activities,Transaction 505
SALE00506,CUST099,2024-05-20,2023-11-10,2023-07-25,46714.51,35951.49,2023-03-12,46714.51,36,165.59,TXN00506,2024-05-20,Cash Inflow,123228,Investing Activities,Transaction 506
SALE00507,CUST075,2024-05-21,2023-04-04,2023-04-16,33891.44,32391.100000000002,2023-01-17,33891.44,7,476.87,TXN00507,2024-05-21,Cash Outflow,53081,Operating Activities,Transaction 507
SALE00508,CUST098,2024-05-22,2023-11-16,2023-07-21,58698.02,49404.41,2023-03-23,58698.02,80,414.35,TXN00508,2024-05-22,Cash Inflow,115930,Investing Activities,Transaction 508
SALE00509,CUST080,2024-05-23,2023-12-05,2023-04-18,54176.76,53505.47,2023-11-05,54176.76,261,336.49,TXN00509,2024-05-23,Cash Outflow,164439,Operating Activities,Transaction 509
SALE00510,CUST009,2024-05-24,2023-04-10,2023-09-28,55430.15,51703.56,2023-08-09,55430.15,390,69.66,TXN00510,2024-05-24,Cash Outflow,133800,Operating Activities,Transaction 510
SALE00511,CUST032,2024-05-25,2023-03-30,2023-01-06,80815.27,88414.34,2023-06-28,80815.27,45,244.33,TXN00511,2024-05-25,Cash Inflow,240255,Investing Activities,Transaction 511
SALE00512,CUST015,2024-05-26,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,28619.02,256,257.99,TXN00512,2024-05-26,Cash Outflow,156504,Operating Activities,Transaction 512
SALE00513,CUST012,2024-05-27,2023-03-20,2023-07-25,64339.85,71643.98,2023-05-14,64339.85,130,123.95,TXN00513,2024-05-27,Cash Inflow,33878,Financing Activities,Transaction 513
SALE00514,CUST097,2024-05-28,2023-11-18,2023-03-19,35166.01,33720.88,2023-03-13,35166.01,80,49.18,TXN00514,2024-05-28,Cash Outflow,132688,Investing Activities,Transaction 514
SALE00515,CUST078,2024-05-29,2023-02-27,2023-01-31,49783.25,54662.54,2023-01-09,49783.25,190,390.59,TXN00515,2024-05-29,Cash Outflow,53310,Operating Activities,Transaction 515
SALE00516,CUST057,2024-05-30,2023-08-23,2023-08-19,88660.8,83519.11,2023-04-24,88660.8,598,69.8,TXN00516,2024-05-30,Cash Inflow,255476,Investing Activities,Transaction 516
SALE00517,CUST008,2024-05-31,2023-09-15,2023-08-07,78145.97,68514.32,2023-07-07,78145.97,442,301.2,TXN00517,2024-05-31,Cash Outflow,47918,Investing Activities,Transaction 517
SALE00518,CUST072,2024-06-01,2023-06-16,2023-05-12,59480.26,48962.630000000005,2023-12-21,59480.26,363,468.86,TXN00518,2024-06-01,Cash Outflow,33803,Investing Activities,Transaction 518
SALE00519,CUST027,2024-06-02,2023-08-02,2023-06-03,84024.76,75951.49,2023-11-27,84024.76,322,439.29,TXN00519,2024-06-02,Cash Outflow,186312,Operating Activities,Transaction 519
SALE00520,CUST062,2024-06-03,2023-11-18,2023-01-08,61982.12,59561.68,2023-06-11,61982.12,308,146.1,TXN00520,2024-06-03,Cash Outflow,34089,Financing Activities,Transaction 520
SALE00521,CUST012,2024-06-04,2023-03-20,2023-07-25,64339.85,71643.98,2023-05-14,64339.85,416,427.21,TXN00521,2024-06-04,Cash Outflow,58929,Financing Activities,Transaction 521
SALE00522,CUST065,2024-06-05,2023-03-10,2023-12-12,69728.94,54555.14,2023-11-20,69728.94,70,10.16,TXN00522,2024-06-05,Cash Inflow,89280,Operating Activities,Transaction 522
SALE00523,CUST042,2024-06-06,2023-05-19,2023-10-12,81134.85,67368.16,2023-06-22,81134.85,435,18.67,TXN00523,2024-06-06,Cash Outflow,27060,Investing Activities,Transaction 523
SALE00524,CUST062,2024-06-07,2023-11-18,2023-01-08,61982.12,59561.68,2023-06-11,61982.12,88,305.25,TXN00524,2024-06-07,Cash Inflow,200035,Operating Activities,Transaction 524
SALE00525,CUST011,2024-06-08,2023-07-22,2023-05-25,38055.71,31996.71,2023-02-25,38055.71,8,188.75,TXN00525,2024-06-08,Cash Outflow,155400,Operating Activities,Transaction 525
SALE00526,CUST043,2024-06-09,2023-09-14,2023-03-06,59017.54,55338.5,2023-11-11,59017.54,36,199.37,TXN00526,2024-06-09,Cash Inflow,227220,Operating Activities,Transaction 526
SALE00527,CUST095,2024-06-10,2023-06-23,2023-09-30,49389.65,69434.77,2023-12-12,49389.65,264,286.58,TXN00527,2024-06-10,Cash Inflow,100463,Investing Activities,Transaction 527
SALE00528,CUST017,2024-06-11,2023-05-21,2023-08-25,25929.02,46118.259999999995,2023-05-21,25929.02,184,103.97,TXN00528,2024-06-11,Cash Outflow,94976,Operating Activities,Transaction 528
SALE00529,CUST097,2024-06-12,2023-11-18,2023-03-19,35166.01,33720.88,2023-03-13,35166.01,64,113.76,TXN00529,2024-06-12,Cash Outflow,75968,Investing Activities,Transaction 529
SALE00530,CUST032,2024-06-13,2023-03-30,2023-01-06,80815.27,88414.34,2023-06-28,80815.27,705,247.45,TXN00530,2024-06-13,Cash Outflow,254370,Operating Activities,Transaction 530
SALE00531,CUST093,2024-06-14,2023-11-06,2023-07-21,32409.46,37029.52,2023-10-06,32409.46,259,379.58,TXN00531,2024-06-14,Cash Inflow,41825,Financing Activities,Transaction 531
SALE00532,CUST085,2024-06-15,2023-02-24,2023-01-13,32354.309999999998,32354.309999999998,2023-01-05,32354.309999999998,21,313.55,TXN00532,2024-06-15,Cash Outflow,53788,Operating Activities,Transaction 532
SALE00533,CUST085,2024-06-16,2023-02-24,2023-01-13,32354.309999999998,32354.309999999998,2023-01-05,32354.309999999998,231,155.7,TXN00533,2024-06-16,Cash Inflow,93625,Operating Activities,Transaction 533
SALE00534,CUST040,2024-06-17,2023-08-01,2023-10-18,42503.47,41455.94,2023-08-19,42503.47,252,220.87,TXN00534,2024-06-17,Cash Inflow,19098,Financing Activities,Transaction 534
SALE00535,CUST023,2024-06-18,2023-09-15,2023-12-16,61594.92,46022.24,2023-11-23,61594.92,517,93.63,TXN00535,2024-06-18,Cash Inflow,181368,Investing Activities,Transaction 535
SALE00536,CUST056,2024-06-19,2023-02-01,2023-01-31,45588.270000000004,45956.3,2023-06-03,45588.270000000004,56,46.57,TXN00536,2024-06-19,Cash Outflow,59787,Investing Activities,Transaction 536
SALE00537,CUST006,2024-06-20,2023-04-11,2023-05-13,28230.760000000002,31346.010000000002,2023-08-06,28230.760000000002,272,393.52,TXN00537,2024-06-20,Cash Outflow,137800,Operating Activities,Transaction 537
SALE00538,CUST086,2024-06-21,2023-08-18,2023-04-14,48014.74,47511.53,2023-01-15,48014.74,315,140.04,TXN00538,2024-06-21,Cash Inflow,170622,Financing Activities,Transaction 538
SALE00539,CUST050,2024-06-22,2023-08-28,2023-08-24,78683.42,81790.71,2023-08-10,78683.42,448,97.11,TXN00539,2024-06-22,Cash Inflow,118888,Investing Activities,Transaction 539
SALE00540,CUST037,2024-06-23,2023-01-09,2023-12-05,39262.39,38088.11,2023-01-18,39262.39,168,348.89,TXN00540,2024-06-23,Cash Outflow,113022,Operating Activities,Transaction 540
SALE00541,CUST064,2024-06-24,2023-10-25,2023-11-30,51270.67,45600.7,2023-08-26,51270.67,126,312.85,TXN00541,2024-06-24,Cash Inflow,157761,Financing Activities,Transaction 541
SALE00542,CUST054,2024-06-25,2023-02-27,2023-12-20,39563.22,49626.28,2023-02-20,39563.22,224,320.26,TXN00542,2024-06-25,Cash Outflow,33341,Investing Activities,Transaction 542
SALE00543,CUST072,2024-06-26,2023-06-16,2023-05-12,59480.26,48962.630000000005,2023-12-21,59480.26,506,122.16,TXN00543,2024-06-26,Cash Inflow,160160,Investing Activities,Transaction 543
SALE00544,CUST049,2024-06-27,2023-04-10,2023-12-02,96116.34,74290.45999999999,2023-03-08,96116.34,602,124.0,TXN00544,2024-06-27,Cash Outflow,219184,Financing Activities,Transaction 544
SALE00545,CUST099,2024-06-28,2023-11-10,2023-07-25,46714.51,35951.49,2023-03-12,46714.51,144,118.19,TXN00545,2024-06-28,Cash Inflow,82314,Financing Activities,Transaction 545
SALE00546,CUST011,2024-06-29,2023-07-22,2023-05-25,38055.71,31996.71,2023-02-25,38055.71,32,95.14,TXN00546,2024-06-29,Cash Outflow,97312,Financing Activities,Transaction 546
SALE00547,CUST088,2024-06-30,2023-11-07,2023-08-29,93185.69,80130.38,2023-08-10,93185.69,666,331.3,TXN00547,2024-06-30,Cash Inflow,62442,Financing Activities,Transaction 547
SALE00548,CUST049,2024-07-01,2023-04-10,2023-12-02,96116.34,74290.45999999999,2023-03-08,96116.34,294,425.53,TXN00548,2024-07-01,Cash Outflow,49392,Operating Activities,Transaction 548
SALE00549,CUST021,2024-07-02,2023-04-02,2023-10-16,89729.16,79997.27,2023-07-09,89729.16,210,364.92,TXN00549,2024-07-02,Cash Outflow,293475,Financing Activities,Transaction 549
SALE00550,CUST066,2024-07-03,2023-10-02,2023-08-08,52866.84,65907.19,2023-09-06,52866.84,434,398.13,TXN00550,2024-07-03,Cash Inflow,57806,Investing Activities,Transaction 550
SALE00551,CUST063,2024-07-04,2023-06-25,2023-07-06,18569.989999999998,27450.88,2023-09-13,18569.989999999998,288,208.35,TXN00551,2024-07-04,Cash Inflow,21402,Investing Activities,Transaction 551
SALE00552,CUST083,2024-07-05,2023-06-18,2023-10-06,54370.66,53799.590000000004,2023-08-21,54370.66,216,330.5,TXN00552,2024-07-05,Cash Outflow,77292,Operating Activities,Transaction 552
SALE00553,CUST028,2024-07-06,2023-09-12,2023-06-23,40126.62,49207.75,2023-01-11,40126.62,77,183.58,TXN00553,2024-07-06,Cash Inflow,200970,Investing Activities,Transaction 553
SALE00554,CUST017,2024-07-07,2023-05-21,2023-08-25,25929.02,46118.259999999995,2023-05-21,25929.02,80,267.5,TXN00554,2024-07-07,Cash Outflow,158000,Investing Activities,Transaction 554
SALE00555,CUST006,2024-07-08,2023-04-11,2023-05-13,28230.760000000002,31346.010000000002,2023-08-06,28230.760000000002,56,246.0,TXN00555,2024-07-08,Cash Inflow,96440,Financing Activities,Transaction 555
SALE00556,CUST019,2024-07-09,2023-06-27,2023-06-30,60683.57,73103.47,2023-03-04,60683.57,429,96.67,TXN00556,2024-07-09,Cash Outflow,176553,Investing Activities,Transaction 556
SALE00557,CUST056,2024-07-10,2023-02-01,2023-01-31,45588.270000000004,45956.3,2023-06-03,45588.270000000004,161,199.67,TXN00557,2024-07-10,Cash Outflow,51233,Operating Activities,Transaction 557
