InvoiceNumber,SupplierID,InvoiceDate,InvoiceAmount,DueDate,PaymentDate,PaymentAmount,PaymentTerms,InvoiceStatus,DaysToPay
INV00400,SUP037,2024-02-04,1864,2024-03-20,2024-03-21,1864,Net 45,Paid,46
INV00663,SUP011,2024-10-24,604,2024-12-17,2024-12-18,604,Net 45,Pending,55
INV00613,SUP087,2024-09-04,5263,2024-10-08,2024-10-08,5263,Net 60,Paid,34
INV00911,SUP048,2025-06-29,3098,2025-08-23,2025-08-28,3098,Net 60,Pending,60
INV00975,SUP032,2025-09-01,6366,2025-10-23,2025-10-30,6366,Net 60,Paid,59
INV00861,SUP078,2025-05-10,424,2025-06-26,2025-07-04,424,Net 30,Paid,55
INV00630,SUP012,2024-09-21,5520,2024-10-28,2024-11-06,5520,Net 30,Pending,46
INV00796,SUP064,2025-03-06,7149,2025-04-06,2025-04-14,7149,Net 30,Paid,39
INV00885,SUP005,2025-06-03,3024,2025-07-24,2025-08-02,3024,Net 45,Pending,60
INV00720,SUP034,2024-12-20,2380,2025-01-19,2025-01-19,2380,Net 60,Pending,30
INV00090,SUP017,2023-03-31,2227,2023-05-18,2023-05-19,2227,Net 60,Pending,49
INV00837,SUP022,2025-04-16,3717,2025-06-01,2025-06-09,3717,Net 45,Paid,54
INV00520,SUP038,2024-06-03,7851,2024-07-13,2024-07-18,7851,Net 60,Paid,45
INV00804,SUP069,2025-03-14,2176,2025-04-27,2025-04-27,2176,Net 45,Pending,44
INV00376,SUP053,2024-01-11,1076,2024-02-21,2024-02-28,1076,Net 60,Paid,48
INV00465,SUP017,2024-04-09,617,2024-05-25,2024-05-26,617,Net 45,Paid,47
INV00253,SUP083,2023-09-10,5792,2023-10-30,2023-11-02,5792,Net 30,Pending,53
INV00063,SUP061,2023-03-04,5875,2023-04-11,2023-04-14,5875,Net 30,Paid,41
INV00017,SUP066,2023-01-17,6620,2023-02-24,2023-02-27,6620,Net 30,Pending,41
INV00555,SUP084,2024-07-08,8891,2024-08-09,2024-08-13,8891,Net 45,Paid,36
INV00766,SUP097,2025-02-04,7137,2025-03-20,2025-03-21,7137,Net 60,Pending,45
INV00141,SUP094,2023-05-21,6868,2023-06-20,2023-06-21,6868,Net 60,Paid,31
INV00012,SUP030,2023-01-12,969,2023-02-25,2023-03-05,969,Net 30,Pending,52
INV00892,SUP018,2025-06-10,2108,2025-08-06,2025-08-10,2108,Net 45,Pending,61
INV00575,SUP091,2024-07-28,3909,2024-09-20,2024-09-27,3909,Net 45,Pending,61
INV00887,SUP020,2025-06-05,3690,2025-07-24,2025-07-31,3690,Net 60,Pending,56
INV00879,SUP049,2025-05-28,2260,2025-07-08,2025-07-17,2260,Net 60,Pending,50
INV00703,SUP097,2024-12-03,7081,2025-01-16,2025-01-18,7081,Net 60,Pending,46
INV00263,SUP005,2023-09-20,7144,2023-11-09,2023-11-14,7144,Net 30,Pending,55
INV00072,SUP062,2023-03-13,8092,2023-04-18,2023-04-22,8092,Net 30,Pending,40
INV00591,SUP017,2024-08-13,2305,2024-09-13,2024-09-20,2305,Net 30,Pending,38
INV00283,SUP087,2023-10-10,3554,2023-12-04,2023-12-07,3554,Net 30,Pending,58
INV00827,SUP058,2025-04-06,1961,2025-06-02,2025-06-08,1961,Net 30,Pending,63
INV00474,SUP009,2024-04-18,612,2024-06-01,2024-06-03,612,Net 60,Pending,46
INV00642,SUP011,2024-10-03,2038,2024-11-29,2024-12-05,2038,Net 30,Paid,63
INV00758,SUP003,2025-01-27,4100,2025-03-04,2025-03-11,4100,Net 30,Pending,43
INV00900,SUP015,2025-06-18,5615,2025-07-18,2025-07-26,5615,Net 30,Paid,38
INV00333,SUP036,2023-11-29,8296,2024-01-22,2024-01-25,8296,Net 30,Paid,57
INV00700,SUP082,2024-11-30,7196,2024-12-31,2024-12-31,7196,Net 30,Pending,31
INV00988,SUP017,2025-09-14,6159,2025-11-10,2025-11-15,6159,Net 45,Paid,62
INV00298,SUP071,2023-10-25,1269,2023-12-08,2023-12-08,1269,Net 60,Paid,44
INV00304,SUP086,2023-10-31,806,2023-11-30,2023-12-02,806,Net 30,Paid,32
INV00239,SUP083,2023-08-27,7358,2023-09-29,2023-09-29,7358,Net 30,Paid,33
INV00431,SUP002,2024-03-06,7590,2024-04-11,2024-04-18,7590,Net 60,Paid,43
INV00491,SUP099,2024-05-05,7557,2024-06-07,2024-06-09,7557,Net 30,Paid,35
INV00364,SUP035,2023-12-30,6657,2024-02-05,2024-02-08,6657,Net 45,Pending,40
INV00262,SUP059,2023-09-19,5899,2023-11-12,2023-11-17,5899,Net 30,Paid,59
INV00656,SUP050,2024-10-17,7138,2024-11-21,2024-11-25,7138,Net 45,Pending,39
INV00858,SUP017,2025-05-07,6669,2025-06-26,2025-06-29,6669,Net 45,Pending,53
INV00187,SUP018,2023-07-06,1907,2023-08-16,2023-08-22,1907,Net 45,Pending,47
INV00483,SUP073,2024-04-27,2986,2024-06-25,2024-07-02,2986,Net 45,Paid,66
INV00984,SUP063,2025-09-10,3731,2025-11-02,2025-11-09,3731,Net 45,Pending,60
INV00755,SUP089,2025-01-24,5324,2025-02-25,2025-03-03,5324,Net 30,Pending,38
INV00241,SUP068,2023-08-29,3370,2023-10-03,2023-10-12,3370,Net 45,Paid,44
INV00784,SUP099,2025-02-22,4821,2025-04-12,2025-04-13,4821,Net 60,Pending,50
INV00331,SUP049,2023-11-27,1609,2024-01-03,2024-01-07,1609,Net 60,Paid,41
INV00054,SUP091,2023-02-23,1785,2023-04-15,2023-04-23,1785,Net 45,Paid,59
INV00810,SUP051,2025-03-20,6488,2025-05-02,2025-05-04,6488,Net 45,Paid,45
INV00121,SUP079,2023-05-01,5334,2023-06-27,2023-06-30,5334,Net 45,Pending,60
INV00844,SUP021,2025-04-23,9311,2025-06-07,2025-06-16,9311,Net 60,Pending,54
INV00258,SUP055,2023-09-15,4633,2023-10-22,2023-10-22,4633,Net 60,Paid,37
INV00576,SUP023,2024-07-29,9473,2024-09-05,2024-09-05,9473,Net 30,Paid,38
INV00894,SUP017,2025-06-12,3730,2025-07-13,2025-07-21,3730,Net 30,Pending,39
INV00448,SUP017,2024-03-23,5252,2024-05-14,2024-05-15,5252,Net 60,Paid,53
INV00721,SUP067,2024-12-21,5092,2025-02-10,2025-02-18,5092,Net 45,Paid,59
INV00503,SUP081,2024-05-17,7386,2024-07-02,2024-07-05,7386,Net 60,Pending,49
INV00903,SUP035,2025-06-21,5668,2025-08-15,2025-08-21,5668,Net 30,Paid,61
INV00685,SUP058,2024-11-15,9966,2024-12-23,2024-12-30,9966,Net 45,Paid,45
INV00214,SUP059,2023-08-02,8538,2023-09-14,2023-09-17,8538,Net 45,Paid,46
INV00405,SUP023,2024-02-09,759,2024-04-07,2024-04-08,759,Net 60,Paid,59
INV00597,SUP082,2024-08-19,5548,2024-10-12,2024-10-16,5548,Net 60,Paid,58
INV00523,SUP094,2024-06-06,1262,2024-07-07,2024-07-13,1262,Net 30,Pending,37
INV00459,SUP013,2024-04-03,5926,2024-05-29,2024-06-03,5926,Net 45,Paid,61
INV00099,SUP086,2023-04-09,6384,2023-06-05,2023-06-09,6384,Net 30,Paid,61
INV00778,SUP087,2025-02-16,255,2025-04-15,2025-04-17,255,Net 30,Pending,60
INV00738,SUP076,2025-01-07,960,2025-03-06,2025-03-11,960,Net 60,Paid,63
INV00048,SUP062,2023-02-17,5686,2023-04-08,2023-04-16,5686,Net 60,Paid,58
INV00116,SUP094,2023-04-26,7110,2023-05-27,2023-05-28,7110,Net 60,Paid,32
INV00355,SUP045,2023-12-21,6814,2024-02-13,2024-02-18,6814,Net 60,Paid,59
INV00334,SUP054,2023-11-30,7760,2024-01-05,2024-01-07,7760,Net 60,Paid,38
INV00962,SUP060,2025-08-19,8063,2025-10-12,2025-10-15,8063,Net 30,Paid,57
INV00937,SUP090,2025-07-25,5965,2025-09-12,2025-09-12,5965,Net 45,Paid,49
INV00639,SUP065,2024-09-30,7226,2024-11-17,2024-11-17,7226,Net 60,Pending,48
INV00375,SUP020,2024-01-10,5069,2024-03-04,2024-03-04,5069,Net 30,Paid,54
INV00606,SUP083,2024-08-28,8253,2024-10-04,2024-10-13,8253,Net 60,Pending,46
INV00314,SUP059,2023-11-10,3527,2024-01-08,2024-01-09,3527,Net 45,Paid,60
INV00494,SUP016,2024-05-08,5844,2024-06-11,2024-06-14,5844,Net 45,Paid,37
INV00490,SUP071,2024-05-04,7006,2024-06-20,2024-06-28,7006,Net 30,Paid,55
INV00718,SUP014,2024-12-18,3377,2025-01-26,2025-02-04,3377,Net 45,Paid,48
INV00586,SUP089,2024-08-08,7776,2024-10-04,2024-10-11,7776,Net 60,Pending,64
INV00025,SUP079,2023-01-25,8049,2023-03-15,2023-03-17,8049,Net 60,Pending,51
INV00495,SUP055,2024-05-09,3114,2024-07-02,2024-07-05,3114,Net 30,Pending,57
INV00368,SUP081,2024-01-03,2691,2024-02-06,2024-02-09,2691,Net 45,Paid,37
INV00248,SUP061,2023-09-05,5739,2023-10-16,2023-10-16,5739,Net 45,Pending,41
INV00237,SUP085,2023-08-25,4748,2023-10-14,2023-10-15,4748,Net 60,Paid,51
INV00924,SUP058,2025-07-12,5342,2025-08-16,2025-08-24,5342,Net 60,Paid,43
INV00281,SUP054,2023-10-08,8954,2023-11-10,2023-11-17,8954,Net 45,Paid,40
INV00030,SUP082,2023-01-30,2934,2023-03-02,2023-03-09,2934,Net 30,Paid,38
INV00727,SUP010,2024-12-27,3032,2025-02-08,2025-02-14,3032,Net 45,Paid,49
INV00256,SUP011,2023-09-13,3161,2023-10-18,2023-10-24,3161,Net 30,Pending,41
INV00884,SUP047,2025-06-02,3032,2025-07-23,2025-07-29,3032,Net 30,Paid,57
INV00047,SUP055,2023-02-16,6435,2023-03-23,2023-03-29,6435,Net 45,Paid,41
INV00069,SUP073,2023-03-10,1216,2023-05-07,2023-05-16,1216,Net 30,Pending,67
INV00175,SUP005,2023-06-24,7480,2023-08-10,2023-08-11,7480,Net 30,Paid,48
INV00125,SUP002,2023-05-05,1684,2023-06-11,2023-06-18,1684,Net 30,Paid,44
INV00083,SUP071,2023-03-24,7408,2023-05-21,2023-05-21,7408,Net 60,Paid,58
INV00714,SUP056,2024-12-14,9750,2025-01-29,2025-02-01,9750,Net 45,Pending,49
INV00791,SUP089,2025-03-01,6070,2025-03-31,2025-04-05,6070,Net 60,Pending,35
INV00841,SUP063,2025-04-20,2790,2025-05-23,2025-05-26,2790,Net 30,Paid,36
INV00233,SUP099,2023-08-21,9015,2023-09-24,2023-09-26,9015,Net 45,Paid,36
INV00251,SUP020,2023-09-08,8645,2023-10-17,2023-10-24,8645,Net 60,Paid,46
INV00113,SUP059,2023-04-23,1228,2023-06-01,2023-06-09,1228,Net 60,Paid,47
INV00530,SUP096,2024-06-13,9548,2024-08-01,2024-08-10,9548,Net 30,Pending,58
INV00225,SUP024,2023-08-13,2002,2023-09-25,2023-09-28,2002,Net 30,Pending,46
INV00270,SUP084,2023-09-27,1418,2023-11-23,2023-11-30,1418,Net 60,Paid,64
INV00599,SUP043,2024-08-21,6390,2024-09-30,2024-10-09,6390,Net 60,Paid,49
INV00076,SUP081,2023-03-17,1078,2023-05-08,2023-05-16,1078,Net 60,Pending,60
INV00316,SUP079,2023-11-12,8519,2023-12-24,2024-01-02,8519,Net 30,Paid,51
INV00393,SUP088,2024-01-28,8508,2024-03-04,2024-03-05,8508,Net 45,Paid,37
INV00515,SUP025,2024-05-29,5180,2024-07-03,2024-07-07,5180,Net 30,Pending,39
INV00763,SUP086,2025-02-01,2593,2025-03-13,2025-03-16,2593,Net 45,Paid,43
INV00973,SUP023,2025-08-30,2316,2025-10-21,2025-10-28,2316,Net 45,Paid,59
INV00779,SUP068,2025-02-17,8917,2025-04-08,2025-04-11,8917,Net 60,Pending,53
INV00759,SUP021,2025-01-28,6877,2025-03-13,2025-03-17,6877,Net 60,Pending,48
INV00880,SUP023,2025-05-29,5487,2025-07-22,2025-07-26,5487,Net 30,Pending,58
INV00150,SUP022,2023-05-30,9921,2023-07-12,2023-07-12,9921,Net 45,Pending,43
INV00980,SUP073,2025-09-06,7983,2025-10-23,2025-10-27,7983,Net 30,Pending,51
INV00193,SUP038,2023-07-12,4418,2023-08-19,2023-08-19,4418,Net 45,Pending,38
INV00534,SUP062,2024-06-17,4530,2024-08-04,2024-08-05,4530,Net 30,Paid,49
